type;text
address;55. How do I find the Thai restaurant?
address;Giving Directions
address;1. It’s this way.
address;2. It’s that way.
address;3. You’re going the wrong way.
address;4. You’re going in the wrong direction.
address;5. Take the first left.
address;6. Take the second right.
address;7. Turn right at the crossroads.
address;8. Continue straight ahead for about a mile.
address;9. Continue past the primary school.
address;10. You’ll pass a museum on your left.
address;11. It’ll be on your left.
address;12. It’ll be on your right.
address;13. Take this road.
address;14. Go down there.
address;15. It’ll be straight ahead of you.
address;16 Go straight ahead.
address;17. Go along the street.
address;18. Turn left.
address;19. Turn right.
address;20. It’s on the corner, across from the cafe.
address;21. It’s opposite the bank.
address;22. It’s near.
address;23. It’s the first turning on the right after the bank.
address;24. Go straight ahead at the traffic lights.
address;25. Keep going straight ahead: you will see it on the right.
address;26. Take a right at the junction.
address;27. Take a left at the junction.
address;28. Cross the taxi rank and you are there.
address;29. Make a left turn when you see the bookshop.
address;30. Take the first left when you enter Steven Road.
address;31. Take the second exit at the T- junction and then turn right at the traffic lights.
address;32. When you get to Paris Street, take your next right.
address;33. After you pass a restaurant on your left, take a right at the crossroad.
address;34. Turn left at the end of the corridor.
address;35. Take a left when you come to the main street.
address;36. Round the corner from the post office.
address;37. It is behind the hospital.
address;38. It is between our office and the supermarket.
address;39. It is in front of the bus station.
address;40. It is in the centre of the town.
address;41. This straight road will lead you to the hospital.
address;42. Turn left at the intersection and the building is on the right.
address;43. Walk past the park, and keep going straight until you see the sign for the museum.
address;44. Go as far as the roundabout.
address;45. Go across the bridge.
address;46. Go straight and turn right after the petrol station.
address;47. Turn right at the end of the road and my house is number 67.
address;48. Cross the junction and keep going for about 1 mile.
address;49. The hospital is opposite the railway station.
address;50. The shop is between the chemist and KFC.
address;51. The house is next to the local cricket ground.
address;52. Drive to Paris Street and turn left.
address;53. You’ll cross some railway lines.
address;54. Go past the cinema and you’ll find the library.
address;55. If you cross the street, you’ll find a bookstore there!
address;How Far is It?
address;1. Is it far (from here)?
address;2. It’s not far (from here).
address;3. Is it a long way?
address;4. It’s a long way on foot.
address;5. It’s a long way to walk.
address;6. It’s quite a long way.
address;7. How far is it to the airport?
address;8. It’s pretty far from here.
address;9. How far is it to the park from here?
address;10. It’s about a mile from here.
address;11. It’s not far, maybe about 200 yards.
address;12. It’s just around the corner.
address;13. How long does it take to get there?
address;14. It takes a while.
address;15. It takes about a half-hour.
address;16. It’s about a five minute walk.
address;17. If there’s no traffic, about 25 minutes. In heavy traffic, it takes about 45 minutes.
address;18. It’s about a twenty-minute bus ride.
address;19. How close is it?
address;20. It’s quite close.
address;If You Can’t Help
address;1. I’m sorry, I don’t know.
address;2. Sorry, I’m not from around here.
address;3. I’m afraid I can’t help you.
address;4. You could ask the bus driver.
address;5. I am stranger here myself.
address;6. I don’t know the way. We’ve just moved in.
address;7. I’m sorry! I’m not from here! I have no idea!
address;8. I’m afraid I don’t. I’d never been here before.
address;9. I’m sorry. I’m not from here so I don’t know my way around.
address;10. Sorry. You’ll have to ask someone else.
address;1. Stay in the right lane
address;2. It’s a very busy road.
address;3. It’s a big hill. (if they are walking or on a bike)
address;4. There might be construction.
address;5. If you pass the museum, you went too far.
address;6. There’s no parking.
address;7. Go slow, there are many schools on the way.
address;8. There might still be road repairs and diversions.
address;9. It’s very difficult to park downtown.
address;10. It’s a on way lane.
address;11.There might be road repairs.
address;1. You could ask the bus driver.
address;2. Ask the front desk clerk.
address;3. Follow me. I’ll show you the way.
address;4. Do you want me to draw you a map?
address;5. It’s better to take bus number 14.
address;6. You’d better take a bus.
address;Excuse me, could you tell me the way to the station, please?
address;Excuse me, I'm looking for the town hall.
address;How far is it from the church to the station?
address;Is it far from the church to the station?
address;It takes about 10 minutes by bus.
address;It's a 10-minute walk.
address;The church is within walking distance.
address;What's the best way to the station?
address;Where is the nearest bus stop?
address;Where is the next bus stop? – (You are on the bus.)
address;You can't miss it.
address;See you.
repeat;Different Ways to Ask Someone to Repeat Something
repeat;Would you mind repeating that?
repeat;Excuse me?
repeat;Pardon (me)?
repeat;Sorry?
repeat;Come again?
repeat;I beg your pardon?
repeat;Could you repeat that, please?
repeat;Could you say that again, please?
repeat;I didn’t catch what you said.
repeat;Sorry, I can’t understand what you are saying.
repeat;I can’t hear your voice…, could you repeat that?
repeat;What was that?
repeat;I didn’t get that…
repeat;Can you say it in another way, please?
repeat;I’m sorry?
repeat;Sorry, I didn’t catch that.
repeat;Could you run that by me again?
repeat;Did you just say ______?
repeat;Sorry, I still didn’t hear you.
repeat;Speak louder, please?
repeat;Would you mind repeating that (speaking up), please: I have hearing loss.
repeat;I’m hard of hearing?
repeat;Sorry, I don’t know that word. What does it mean?
repeat;Sorry, could you speak more slowly, please?
repeat;Sorry, could you speak up, please?
repeat;Could you tell me what it means?
repeat;Sorry, I don’t follow you.
repeat;I’m lost.
sayno;NO Synonyms
sayno;Other Ways to Say NO in English
sayno;1. Nah
sayno;2. Nope
sayno;3. No way
sayno;4. Sorry
sayno;5. Not now
sayno;6. Certainly not
sayno;7. By no means
sayno;8. I shall not
sayno;9. Not likely
sayno;10. No thanks!
sayno;NO Synonym:
sayno;55 Alternative Ways To Say NO to PeoplePin
sayno;11. I think not.
sayno;12. Unfortunately not
sayno;13. I’m slammed
sayno;14. Not possible
sayno;15. Not this time
sayno;16. Not for me, thanks
sayno;17. It’s not my thing
sayno;18. I think I’ll pass.
sayno;19. Not today, thanks
sayno;20. I wish I could but…
sayno;21. I’m taking sometime
sayno;22. Maybe another time
sayno;23. I’m not interested
sayno;24. If only I could!
sayno;25. If only it worked
sayno;NO Synonym: 55 Alternative Ways To Say NO to PeoplePin
sayno;26. I’ll need to bow out
sayno;27. I’m afraid I can’t
sayno;28. I have something else
sayno;29. I don’t think I want to
sayno;30. Thanks, but no thanks
sayno;31. Rats! Would’ve loved to
sayno;32. Not now, but another time
sayno;33. I’m honored, but I can’t
sayno;34. I wish I were able to
sayno;35. Damn! Not able to fit it in
sayno;36. I won’t be able to help
sayno;37. I’d love to – but can’t
sayno;38. I’d rather not, thanks
sayno;39. I wish I could make it work
sayno;40. I wish there were two of me
sayno;41. I find the idea undesirable
sayno;42. Apologies, but I can’t make it.
sayno;43. I’m not able to make that time
sayno;44. I’m booked into something else
sayno;45. Sadly I have something else
sayno;46. Sounds great, but I can’t commit.
sayno;47. No thank you, but it sounds lovely
sayno;48. We appreciate the offer, however…
sayno;49. Unfortunately, it’s not a good time
sayno;50. No thanks, I won’t be able to make it
sayno;51. Thanks for thinking of me but I can’t
sayno;52. No thanks, I have another commitment
sayno;53. I appreciate your time, but no thank you
sayno;54. I’m not really into it, but thanks for asking!
sayno;55. I’m not taking on anything else right now.
saygoodbye;How to Say Goodbye
saygoodbye;Other Ways to Say Goodbye
saygoodbye;Bye – this is the simple, short, and sweet version of saying goodbye to someone without being too informal.
saygoodbye;Goodbye -The basic farewell greeting, suitable for all occasions.
saygoodbye;Bye-bye– This version is a bit more informal and is best to be used around friends and family.
saygoodbye;Farewell – This is a formal way to tell someone to be safe while they are away from you.
saygoodbye;Cheerio – not generally used in the United States but it is another friendly form of goodbye.
saygoodbye;See you – This is a more formal way of saying ‘see you later’. Used more in a formal sense or workplace.
saygoodbye;I’m out – this is a very informal way of saying goodbye. It loosely means ‘I’m leaving’. Mostly used with friends or for comedic purposes
saygoodbye;Take care – this is more so used with family and friends showing care for those who are leaving.
saygoodbye;Take it easy – this phrase is used more often with friends and family, and wishes them less stress while also saying goodbye
saygoodbye;I’m off – Used in almost any situation, but mostly informal
saygoodbye;Gotta go! – This is mostly used in the informal sense, which grew in popularity in chat rooms when the short cut ‘g2g’ became popular
saygoodbye;Good night – Good night is used when well, you want to wish the person a good night. The more informal form of this is just ‘night’ or ‘nighty-night’
saygoodbye;Bye for now– this is used in an informal setting
saygoodbye;See you later– This phrase is more often used in an informal setting, like with friends and family.
saygoodbye;Keep in touch– this is more so used with friends and family who don’t see each other often and wish to keep in contact with them
saygoodbye;Catch you later– Catch you later means the same thing as ‘see you later’, but it is even more informal.
saygoodbye;See you soon– this is a more formal way of saying ‘see you later’ or ‘See you’. This is mostly used when you know you will see the other person or group within the next few hours.
saygoodbye;I gotta take off– a shortened form of ‘I have got to take off’, this phrase is used for informal situations, implying a sense of urgency in their exit.
saygoodbye;Talk to you later– talk to you later is mostly used in the same way as the phrase ‘see you later’. The shortcut ‘ttyl’ is also a way of saying ‘talk to you later’
saygoodbye;See you next time– this phrase is used when you know you that you will see the other person or party again, but you are not sure when that next time will be.
saygoodbye;Have a good one – this is a time-neutral way to tell someone goodbye. This is a formal way to say goodbye as well.
saygoodbye;Have a good (nice) day– This is a formal way to tell someone goodbye. This is used when you say goodbye to someone when a majority of the day has yet to pass.
saygoodbye;I’ve got to get going/ I must be going– This is an informal way of telling someone goodbye while also providing a sense of urgency. This is a longer form of ‘gotta go’ and generally means the same thing.
saygoogjob;Good Job Synonym
saygoogjob;Ways to Say GOOD JOB in English
saygoogjob;1. All Right!
saygoogjob;2. Exactly right
saygoogjob;3. Excellent!
saygoogjob;4. Exceptional
saygoogjob;5. Fabulous!
saygoogjob;6. Fantastic!
saygoogjob;7. Sensational!
saygoogjob;8. Wonderful!
saygoogjob;9. Outstanding!
saygoogjob;Good Job Synonym: 99 Ways to Say GOOD JOB in EnglishPin
saygoogjob;10. That’s it!
saygoogjob;11. Just right!
saygoogjob;12. Unbelievable
saygoogjob;13. Way to go!
saygoogjob;14. Simply superb
saygoogjob;15. Stupendous!
saygoogjob;16. Magnificent
saygoogjob;17. Marvelous!
saygoogjob;18. First class job
saygoogjob;19. First class work
saygoogjob;20. Good for you!
saygoogjob;21. That’s great
saygoogjob;22. Good going!
saygoogjob;23. Good thinking
saygoogjob;24. Right on!
saygoogjob;25. Better than ever!
saygoogjob;26. I’m impressed!
saygoogjob;27. You’re one of a kind
saygoogjob;28. You’ve got it now.
saygoogjob;29. You’ve mastered it!
saygoogjob;30. What an improvement!
saygoogjob;31. You always amaze me
saygoogjob;32. You are fantastic
saygoogjob;33. You are learning a lot
saygoogjob;34. You are learning fast
saygoogjob;35. You are so good
saygoogjob;36. You did it that time!
saygoogjob;37. You did that very well
saygoogjob;38. You don’t miss a thing
saygoogjob;39. You got it right!
saygoogjob;Good Job Synonym: 99 Ways to Say GOOD JOB in EnglishPin
saygoogjob;Good Job Synonym: 99 Ways to Say GOOD JOB in EnglishPin
saygoogjob;40. You hit the target
saygoogjob;41. I’m very proud of you
saygoogjob;42. Keep up the great work!
saygoogjob;43. Nothing can stop you now
saygoogjob;44. Now you’ve figured it out
saygoogjob;45. You make it look easy
saygoogjob;46. You haven’t missed a thing
saygoogjob;47. You did that all by yourself
saygoogjob;48. That’s really nice work!
saygoogjob;49. You’re doing beautifully!
saygoogjob;50. You are very good at that
saygoogjob;51. That’s the way to do it
saygoogjob;52. It’s perfect!
saygoogjob;53. Nice going!
saygoogjob;54. That’s right!
saygoogjob;55. Well done
saygoogjob;56. I’m speechless!
saygoogjob;57. Great work
saygoogjob;58. How creative
saygoogjob;59. Keep it up!
saygoogjob;60. Keep on trying!
saygoogjob;61. You got it!
saygoogjob;62. Not bad at all!
saygoogjob;63. That’s the way!
saygoogjob;64. Now you have it
saygoogjob;65. I knew you could do it!
saygoogjob;66. Great improvement!
saygoogjob;67. That’s much better
saygoogjob;68. That’s it exactly
saygoogjob;69. That’s the best ever
saygoogjob;70. That’s the way to do it
saygoogjob;71. Couldn’t have done it better myself
saygoogjob;72. Tremendous job
saygoogjob;73. What a creative idea!
saygoogjob;74. What a good try!
saygoogjob;75. What a neat work!
saygoogjob;76. You’re doing well
saygoogjob;77. You’re learning fast
saygoogjob;78. That looks like it is going to be a great paper
saygoogjob;79. That’s quite an improvement
saygoogjob;80. That’s the right way to do it
saygoogjob;81. That’s a real work of art
saygoogjob;82. That’s coming along nicely
saygoogjob;83. You’re doing a great job
saygoogjob;84. You’ve just about mastered it
saygoogjob;85. Your studying really paid off
saygoogjob;86. You must have been practicing
saygoogjob;87. You’re on the right track now
saygoogjob;88. You’re getting better every day
saygoogjob;89. You’ve just about mastered that
saygoogjob;90. I’ve never seen anyone do it better
saygoogjob;91. One more time and you’ll have it
saygoogjob;92. It looks like you’ve put a lot of work into this
saygoogjob;93. Now that’s what I call a great job
saygoogjob;94. We couldn’t have done it without you
saygoogjob;95. Keep working on it, you’re improving
saygoogjob;96. I’m happy to see you working like that
saygoogjob;97. That’s an interesting way of looking at it
saygoogjob;98. That’s the right way to do it
saygoogjob;99. You certainly did well today.
sayeasydificult;Other Ways to Say “It’s Difficult” or “It’s Easy”
sayeasydificult;Alternative Ways to Say “Something is Difficult”
sayeasydificult;It is not so simple.
sayeasydificult;It’s a difficult task.
sayeasydificult;It’s not so easy.
sayeasydificult;It isn’t a walk in the park.
sayeasydificult;It’s quite tough at times.
sayeasydificult;It’s a very tough task.
sayeasydificult;It’s a bit tricky.
sayeasydificult;The course is quite demanding.
sayeasydificult;The course can be gruelling at times
sayeasydificult;It’s not a course for the faint-hearted.
sayeasydificult;It’s nigh on impossible. (UK)
sayeasydificult;It’s not the easiest ___ in the world.
sayeasydificult;It’s (quite / a bit) hard going.
sayeasydificult;It’s very hard.
sayeasydificult;Alternative Ways to Say “Something is Easy”
sayeasydificult;It’s a snap.
sayeasydificult;It’s a piece of cake.
sayeasydificult;There’s nothing to it.
sayeasydificult;Anyone can do it.
sayeasydificult;I can do it in my sleep.
sayeasydificult;I can do this with my eyes closed.
sayeasydificult;It’s easy as pie / easy as a,b,c
sayeasydificult;I can do it with my eyes shut.
sayeasydificult;I was born doing this.
sayeasydificult;It’s a doddle (UK)
sayeasydificult;No problem is too big for me.
sayeasydificult;Easy peasy.
sayeasydificult;I can have this done before most can finish getting ready for work.
sayeasydificult;I eat “programming” for breakfast.
sayeasydificult;It’s a walk in the park.
sayeasydificult;It’s a breeze.
sayeasydificult;It’s a cinch.
sayeasydificult;It’s easy as 1 2 3
sayeasydificult;It’s not rocket science.
sayeasydificult;This is easier than drinking water through a straw.
sayeasydificult;It’s childsplay.
sayeasydificult;This work is like a drop in the bucket for me.
sayeasydificult;I can solve this without having to move.
sayeasydificult;I can do this standing still.
sayeasydificult;This work is as easy as catching leaves in a basket.
sayeasydificult;I can do this with one hand tied behind my back.
sayeasydificult;This is like playing paddy cake.
sayeasydificult;It’s easy as the wind blows.
sayeasydificult;I can do this in the dark.
sayeasydificult;It’s like shooting fish in a barrel.
sayinterest;Different Ways to Say It’s Interesting or It’s Boring
sayinterest;Ways of Saying It’s Interesting
sayinterest;I adore it.
sayinterest;I couldn’t put it down.
sayinterest;I couldn’t tear myself away.
sayinterest;I like it.
sayinterest;I was so into it, I lost track of time.
sayinterest;I’m addicted/ attached to it.
sayinterest;I’m crazy about it.
sayinterest;I’m fond of it.
sayinterest;I’m keen on it.
sayinterest;I’m passionate about it.
sayinterest;I’m very interested in doing and learning about it.
sayinterest;I’m very interested in it.
sayinterest;It looks fantastic.
sayinterest;It looks good.
sayinterest;It sounds good/ great.
sayinterest;It’s my thing.
sayinterest;It’s fascinating.
sayinterest;It’s intriguing.
sayinterest;This is totally sick!
sayinterest;This is wicked!
sayinterest;Other Ways to Say “It’s Boring”
sayinterest;It does nothing for me.
sayinterest;I can’t bear/ stand it.
sayinterest;I dislike it.
sayinterest;I don’t appreciate that.
sayinterest;I was bored to death.
sayinterest;I was bored to tears.
sayinterest;I was dying of boredom.
sayinterest;I’m disinterested in that.
sayinterest;I’m impartial about that.
sayinterest;I’m not a big fan of it.
sayinterest;I’m not crazy about it.
sayinterest;I’m not keen on it.
sayinterest;It bores me to death.
sayinterest;It bores me to tears.
sayinterest;It doesn’t tickle my fancy.
sayinterest;It’s not my cup of tea.
sayinterest;It’s about as exciting as watching paint dry.
sayinterest;It’s dull.
sayinterest;It’s like watching grass grow.
sayinterest;It’s like watching paint dry.
sayinterest;That’s not for me.
saycorrect;Say Someone is Correct/ Incorrect
saycorrect;Other Ways to Say Someone is Correct
saycorrect;Absolutely.
saycorrect;Exactly.
saycorrect;That’s it.
saycorrect;That’s spot on.
saycorrect;There is nothing to add on that.
saycorrect;Yes, that’s right.
saycorrect;Yes, that’s very correct.
saycorrect;You are quite right.
saycorrect;You could say so.
saycorrect;You have hit a nail on the head.
saycorrect;You’re dead right.
saycorrect;I’m afraid so.
saycorrect;Other Ways to Say Someone is Incorrect
saycorrect;Actually, I don’t think…
saycorrect;Actually, I think you’ll find that…
saycorrect;I don’t think you’re right about…
saycorrect;I don’t think you’re right in what you are saying..
saycorrect;If you check your facts, you’ll find…
saycorrect;I’m afraid that’s not quite right.
saycorrect;I’m afraid you’re mistaken.
saycorrect;No, that’s all wrong.
saycorrect;No, you’ve got it wrong.
saycorrect;Oh no, that’s not correct
saycorrect;Sorry, that’s not related to what we’re talking about
saycorrect;Sorry, you’re mistaken here
saycorrect;Where did you hear that?
saycorrect;Would you mind to think twice on what you’re saying
saycorrect;You have done that wrong. Do it over.
sayopinion;Asking Somebody’s Opinion
sayopinion;What do think about that?
sayopinion;Are you aware of…..?
sayopinion;Do you agree with me?
sayopinion;Do you know/see what I mean?
sayopinion;Don’t you think (that) … ?
sayopinion;How do you feel (about…)?
sayopinion;How would you feel if….?
sayopinion;How would you react, if ….?
sayopinion;What are your thoughts on that?
sayopinion;What are your views on…?
sayopinion;What do you suggest?
sayopinion;What do you think about/of…?
sayopinion;What do you think we should do?
sayopinion;What do you think/reckon?
sayopinion;What does that mean to you?
sayopinion;What do you reckon (about…)?
sayopinion;What would you say to… / if we…?
sayopinion;What’s your opinion about/of…..?
sayopinion;Where do you stand (on…)?
sayopinion;Where would you stand, if …?
sayopinion;Would you agree with me that … ?
sayopinion;Would you go along with that?
sayopinion;You don’t think so?
sayremember;Reminding Someone to Do Things
sayremember;You won’t forget to do it, will you?
sayremember;You will remember to do it.
sayremember;Can / Could I remind you to…?
sayremember;I’d like to remind you about…
sayremember;Don’t forget to do it.
sayremember;You haven’t forgotten about __, have you?
sayremember;You should bear in mind…
sayremember;I hope you haven’t forgotten to…
sayremember;Remember to do it.
sayremember;May I remind you / all passengers that…
sayremember;Sorry to be a bore but do remember to…
sayremember;I just wanted to remind you that…
sayremember;Different Expressions for Remembering and Forgetting
sayremember;Expressions for Remember Things
sayremember;As far as I can remember…
sayremember;I’ll always remember…
sayremember;I remember…
sayremember;If (my) memory serves me correctly,…
sayremember;I’ll never forget…
sayremember;As I recall…
sayremember;If I’m not / Unless I’m – mistaken…
sayremember;Now I come to think of it…
sayremember;I can (clearly) remember…
sayremember;I have a vague recollection of…
sayremember;As far as I can recall…
sayremember;If I remember correctly…
sayremember;Expressions for Forgetting Something
sayremember;My mind went blank.
sayremember;I can’t remember.
sayremember;It doesn’t ring a bell.
sayremember;It completely slipped my mind.
sayremember;I’m sorry, I forgot about it.
sayremember;I forget.
sayremember;I lost my train of thought.
sayremember;It’s on the tip of my tongue.
sayremember;I don’t remember.
sayremember;It went in one ear and out the other.
sayremember;Can you refresh my memory?
sayremember;I had a senior moment.
sayremember;I failed to remember
sayremember;It escaped my memory.
sayremember;I’d forget my head if it wasn’t attached
sayremember;My memory is short.
sayremember;I do not memorize anything.
sayiknow;Other Ways To Say ‘I Know’, ‘I Understand’
sayiknow;Of course – This might be used when someone asks you if you understand.
