ID;type;text
374;infinitive_verbs;attempt
375;infinitive_verbs;attend
376;infinitive_verbs;attract
377;infinitive_verbs;avoid
378;infinitive_verbs;back
379;infinitive_verbs;bake
380;infinitive_verbs;balance
381;infinitive_verbs;ban
382;infinitive_verbs;bang
383;infinitive_verbs;bare
384;infinitive_verbs;bat
385;infinitive_verbs;bathe
386;infinitive_verbs;battle
387;infinitive_verbs;beam
388;infinitive_verbs;beg
389;infinitive_verbs;behave
390;infinitive_verbs;belong
391;infinitive_verbs;bleach
392;infinitive_verbs;bless
393;infinitive_verbs;blind
394;infinitive_verbs;blink
395;infinitive_verbs;blot
396;infinitive_verbs;blush
397;infinitive_verbs;boast
398;infinitive_verbs;boil
399;infinitive_verbs;bolt
400;infinitive_verbs;bomb
401;infinitive_verbs;book
402;infinitive_verbs;bore
403;infinitive_verbs;borrow
404;infinitive_verbs;bounce
405;infinitive_verbs;bow
406;infinitive_verbs;box
407;infinitive_verbs;brake
408;infinitive_verbs;branch
409;infinitive_verbs;breathe
410;infinitive_verbs;bruise
411;infinitive_verbs;brush
412;infinitive_verbs;bubble
413;infinitive_verbs;bump
414;infinitive_verbs;burn
415;infinitive_verbs;bury
416;infinitive_verbs;buzz
417;infinitive_verbs;calculate
418;infinitive_verbs;call
419;infinitive_verbs;camp
420;infinitive_verbs;care
421;infinitive_verbs;carry
422;infinitive_verbs;carve
423;infinitive_verbs;cause
424;infinitive_verbs;challenge
425;infinitive_verbs;change
426;infinitive_verbs;charge
427;infinitive_verbs;chase
428;infinitive_verbs;cheat
429;infinitive_verbs;check
430;infinitive_verbs;cheer
431;infinitive_verbs;chew
432;infinitive_verbs;choke
433;infinitive_verbs;chop
434;infinitive_verbs;claim
435;infinitive_verbs;clap
436;infinitive_verbs;clean
437;infinitive_verbs;clear
438;infinitive_verbs;clip
439;infinitive_verbs;close
440;infinitive_verbs;coach
441;infinitive_verbs;coil
442;infinitive_verbs;collect
443;infinitive_verbs;colour
444;infinitive_verbs;comb
445;infinitive_verbs;command
446;infinitive_verbs;communicate
447;infinitive_verbs;compare
448;infinitive_verbs;compete
449;infinitive_verbs;complain
450;infinitive_verbs;complete
451;infinitive_verbs;concentrate
452;infinitive_verbs;concern
453;infinitive_verbs;confess
454;infinitive_verbs;confuse
455;infinitive_verbs;connect
456;infinitive_verbs;consider
457;infinitive_verbs;consist
458;infinitive_verbs;contain
459;infinitive_verbs;continue
460;infinitive_verbs;copy
461;infinitive_verbs;correct
462;infinitive_verbs;cough
463;infinitive_verbs;count
464;infinitive_verbs;cover
465;infinitive_verbs;crack
466;infinitive_verbs;crash
467;infinitive_verbs;crawl
468;infinitive_verbs;cross
469;infinitive_verbs;crush
470;infinitive_verbs;cry
471;infinitive_verbs;cure
472;infinitive_verbs;curl
473;infinitive_verbs;curve
474;infinitive_verbs;cycle
475;infinitive_verbs;dam
476;infinitive_verbs;damage
477;infinitive_verbs;dance
478;infinitive_verbs;dare
479;infinitive_verbs;decay
480;infinitive_verbs;deceive
481;infinitive_verbs;decide
482;infinitive_verbs;decorate
483;infinitive_verbs;delay
484;infinitive_verbs;delight
485;infinitive_verbs;deliver
486;infinitive_verbs;depend
487;infinitive_verbs;describe
488;infinitive_verbs;desert
489;infinitive_verbs;deserve
490;infinitive_verbs;destroy
491;infinitive_verbs;detect
492;infinitive_verbs;develop
493;infinitive_verbs;disagree
494;infinitive_verbs;disappear
495;infinitive_verbs;disapprove
496;infinitive_verbs;disarm
497;infinitive_verbs;discover
498;infinitive_verbs;dislike
499;infinitive_verbs;divide
500;infinitive_verbs;double
501;infinitive_verbs;doubt
502;infinitive_verbs;drag
503;infinitive_verbs;drain
504;infinitive_verbs;dream
505;infinitive_verbs;dress
506;infinitive_verbs;drip
507;infinitive_verbs;drop
508;infinitive_verbs;drown
509;infinitive_verbs;drum
510;infinitive_verbs;dry
511;infinitive_verbs;dust
512;infinitive_verbs;earn
513;infinitive_verbs;educate
514;infinitive_verbs;embarrass
515;infinitive_verbs;employ
516;infinitive_verbs;empty
517;infinitive_verbs;encourage
518;infinitive_verbs;end
519;infinitive_verbs;enjoy
520;infinitive_verbs;enter
521;infinitive_verbs;entertain
522;infinitive_verbs;escape
523;infinitive_verbs;examine
524;infinitive_verbs;excite
525;infinitive_verbs;excuse
526;infinitive_verbs;exercise
527;infinitive_verbs;exist
528;infinitive_verbs;expand
529;infinitive_verbs;expect
530;infinitive_verbs;explain
531;infinitive_verbs;explode
532;infinitive_verbs;extend
533;infinitive_verbs;face
534;infinitive_verbs;fade
535;infinitive_verbs;fail
536;infinitive_verbs;fancy
537;infinitive_verbs;fasten
538;infinitive_verbs;fax
539;infinitive_verbs;fear
540;infinitive_verbs;fence
541;infinitive_verbs;fetch
542;infinitive_verbs;file
543;infinitive_verbs;fill
544;infinitive_verbs;film
545;infinitive_verbs;fire
546;infinitive_verbs;fit
547;infinitive_verbs;fix
548;infinitive_verbs;flap
549;infinitive_verbs;flash
550;infinitive_verbs;float
551;infinitive_verbs;flood
552;infinitive_verbs;flow
553;infinitive_verbs;flower
554;infinitive_verbs;fold
555;infinitive_verbs;follow
556;infinitive_verbs;fool
557;infinitive_verbs;force
558;infinitive_verbs;form
559;infinitive_verbs;found
560;infinitive_verbs;frame
561;infinitive_verbs;frighten
562;infinitive_verbs;fry
563;infinitive_verbs;gather
564;infinitive_verbs;gaze
565;infinitive_verbs;glow
566;infinitive_verbs;glue
567;infinitive_verbs;grab
568;infinitive_verbs;grate
569;infinitive_verbs;grease
570;infinitive_verbs;greet
571;infinitive_verbs;grin
572;infinitive_verbs;grip
573;infinitive_verbs;groan
574;infinitive_verbs;guarantee
575;infinitive_verbs;guard
576;infinitive_verbs;guess
577;infinitive_verbs;guide
578;infinitive_verbs;hammer
579;infinitive_verbs;hand
580;infinitive_verbs;handle
581;infinitive_verbs;hang
582;infinitive_verbs;happen
583;infinitive_verbs;harass
584;infinitive_verbs;harm
585;infinitive_verbs;hate
586;infinitive_verbs;haunt
587;infinitive_verbs;head
588;infinitive_verbs;heal
589;infinitive_verbs;heap
590;infinitive_verbs;heat
591;infinitive_verbs;help
592;infinitive_verbs;hook
593;infinitive_verbs;hop
594;infinitive_verbs;hope
595;infinitive_verbs;hover
596;infinitive_verbs;hug
597;infinitive_verbs;hum
598;infinitive_verbs;hunt
599;infinitive_verbs;hurry
600;infinitive_verbs;identify
601;infinitive_verbs;ignore
602;infinitive_verbs;imagine
603;infinitive_verbs;impress
604;infinitive_verbs;improve
605;infinitive_verbs;include
606;infinitive_verbs;increase
607;infinitive_verbs;influence
608;infinitive_verbs;inform
609;infinitive_verbs;inject
610;infinitive_verbs;injure
611;infinitive_verbs;instruct
612;infinitive_verbs;intend
613;infinitive_verbs;interest
614;infinitive_verbs;interfere
615;infinitive_verbs;interrupt
616;infinitive_verbs;introduce
617;infinitive_verbs;invent
618;infinitive_verbs;invite
619;infinitive_verbs;irritate
620;infinitive_verbs;itch
621;infinitive_verbs;jail
622;infinitive_verbs;jam
623;infinitive_verbs;jog
624;infinitive_verbs;join
625;infinitive_verbs;joke
626;infinitive_verbs;judge
627;infinitive_verbs;juggle
628;infinitive_verbs;jump
629;infinitive_verbs;kick
630;infinitive_verbs;kill
631;infinitive_verbs;kiss
632;infinitive_verbs;kneel
633;infinitive_verbs;knit
634;infinitive_verbs;knock
635;infinitive_verbs;knot
636;infinitive_verbs;label
637;infinitive_verbs;land
638;infinitive_verbs;last
639;infinitive_verbs;laugh
640;infinitive_verbs;launch
641;infinitive_verbs;learn
642;infinitive_verbs;level
643;infinitive_verbs;license
644;infinitive_verbs;lick
645;infinitive_verbs;lie
646;infinitive_verbs;lighten
647;infinitive_verbs;like
648;infinitive_verbs;list
649;infinitive_verbs;listen
650;infinitive_verbs;live
651;infinitive_verbs;load
652;infinitive_verbs;lock
653;infinitive_verbs;long
654;infinitive_verbs;look
655;infinitive_verbs;love
656;infinitive_verbs;man
657;infinitive_verbs;manage
658;infinitive_verbs;march
659;infinitive_verbs;mark
660;infinitive_verbs;marry
661;infinitive_verbs;match
662;infinitive_verbs;mate
663;infinitive_verbs;matter
664;infinitive_verbs;measure
665;infinitive_verbs;meddle
666;infinitive_verbs;melt
667;infinitive_verbs;memorise
668;infinitive_verbs;mend
669;infinitive_verbs;mess up
670;infinitive_verbs;milk
671;infinitive_verbs;mine
672;infinitive_verbs;miss
673;infinitive_verbs;mix
674;infinitive_verbs;moan
675;infinitive_verbs;moor
676;infinitive_verbs;mourn
677;infinitive_verbs;move
678;infinitive_verbs;muddle
679;infinitive_verbs;mug
680;infinitive_verbs;multiply
681;infinitive_verbs;murder
682;infinitive_verbs;nail
683;infinitive_verbs;name
684;infinitive_verbs;need
685;infinitive_verbs;nest
686;infinitive_verbs;nod
687;infinitive_verbs;note
688;infinitive_verbs;notice
689;infinitive_verbs;number
690;infinitive_verbs;obey
691;infinitive_verbs;object
692;infinitive_verbs;observe
693;infinitive_verbs;obtain
694;infinitive_verbs;occur
695;infinitive_verbs;offend
696;infinitive_verbs;offer
697;infinitive_verbs;open
698;infinitive_verbs;order
699;infinitive_verbs;overflow
700;infinitive_verbs;owe
701;infinitive_verbs;own
702;infinitive_verbs;pack
703;infinitive_verbs;paddle
704;infinitive_verbs;paint
705;infinitive_verbs;park
706;infinitive_verbs;part
707;infinitive_verbs;pass
708;infinitive_verbs;paste
709;infinitive_verbs;pat
710;infinitive_verbs;pause
711;infinitive_verbs;peck
712;infinitive_verbs;pedal
713;infinitive_verbs;peel
714;infinitive_verbs;peep
715;infinitive_verbs;perform
716;infinitive_verbs;permit
717;infinitive_verbs;phone
718;infinitive_verbs;pick
719;infinitive_verbs;pinch
720;infinitive_verbs;pine
721;infinitive_verbs;place
722;infinitive_verbs;plan
723;infinitive_verbs;plant
724;infinitive_verbs;play
725;infinitive_verbs;please
726;infinitive_verbs;plug
727;infinitive_verbs;point
728;infinitive_verbs;poke
729;infinitive_verbs;polish
730;infinitive_verbs;pop
731;infinitive_verbs;possess
732;infinitive_verbs;post
733;infinitive_verbs;pour
734;infinitive_verbs;practise
735;infinitive_verbs;pray
736;infinitive_verbs;preach
737;infinitive_verbs;precede
738;infinitive_verbs;prefer
739;infinitive_verbs;prepare
740;infinitive_verbs;present
741;infinitive_verbs;preserve
742;infinitive_verbs;press
743;infinitive_verbs;pretend
744;infinitive_verbs;prevent
745;infinitive_verbs;prick
746;infinitive_verbs;print
747;infinitive_verbs;produce
748;infinitive_verbs;program
749;infinitive_verbs;promise
750;infinitive_verbs;protect
751;infinitive_verbs;provide
752;infinitive_verbs;pull
753;infinitive_verbs;pump
754;infinitive_verbs;punch
755;infinitive_verbs;puncture
756;infinitive_verbs;punish
757;infinitive_verbs;push
758;infinitive_verbs;question
759;infinitive_verbs;queue
760;infinitive_verbs;race
761;infinitive_verbs;radiate
762;infinitive_verbs;rain
763;infinitive_verbs;raise
764;infinitive_verbs;reach
765;infinitive_verbs;realise
766;infinitive_verbs;receive
767;infinitive_verbs;recognise
768;infinitive_verbs;record
769;infinitive_verbs;reduce
770;infinitive_verbs;reflect
771;infinitive_verbs;refuse
772;infinitive_verbs;regret
773;infinitive_verbs;reign
774;infinitive_verbs;reject
775;infinitive_verbs;rejoice
776;infinitive_verbs;relax
777;infinitive_verbs;release
778;infinitive_verbs;rely
779;infinitive_verbs;remain
780;infinitive_verbs;remember
781;infinitive_verbs;remind
782;infinitive_verbs;remove
783;infinitive_verbs;repair
784;infinitive_verbs;repeat
785;infinitive_verbs;replace
786;infinitive_verbs;reply
787;infinitive_verbs;report
788;infinitive_verbs;reproduce
789;infinitive_verbs;request
790;infinitive_verbs;rescue
791;infinitive_verbs;retire
792;infinitive_verbs;return
793;infinitive_verbs;rhyme
794;infinitive_verbs;rinse
795;infinitive_verbs;risk
796;infinitive_verbs;rob
797;infinitive_verbs;rock
798;infinitive_verbs;roll
799;infinitive_verbs;rot
800;infinitive_verbs;rub
801;infinitive_verbs;ruin
802;infinitive_verbs;rule
803;infinitive_verbs;rush
804;infinitive_verbs;sack
805;infinitive_verbs;sail
806;infinitive_verbs;satisfy
807;infinitive_verbs;save
808;infinitive_verbs;saw
809;infinitive_verbs;scare
810;infinitive_verbs;scatter
811;infinitive_verbs;scold
812;infinitive_verbs;scorch
813;infinitive_verbs;scrape
814;infinitive_verbs;scratch
815;infinitive_verbs;scream
816;infinitive_verbs;screw
817;infinitive_verbs;scribble
818;infinitive_verbs;scrub
819;infinitive_verbs;seal
820;infinitive_verbs;search
821;infinitive_verbs;separate
822;infinitive_verbs;serve
823;infinitive_verbs;settle
824;infinitive_verbs;shade
825;infinitive_verbs;share
826;infinitive_verbs;shave
827;infinitive_verbs;shelter
828;infinitive_verbs;shiver
829;infinitive_verbs;shock
830;infinitive_verbs;shop
831;infinitive_verbs;shrug
832;infinitive_verbs;sigh
833;infinitive_verbs;sign
834;infinitive_verbs;signal
835;infinitive_verbs;sin
836;infinitive_verbs;sip
837;infinitive_verbs;ski
838;infinitive_verbs;skip
839;infinitive_verbs;slap
840;infinitive_verbs;slip
841;infinitive_verbs;slow
842;infinitive_verbs;smash
843;infinitive_verbs;smell
844;infinitive_verbs;smile
845;infinitive_verbs;smoke
846;infinitive_verbs;snatch
847;infinitive_verbs;sneeze
848;infinitive_verbs;sniff
849;infinitive_verbs;snore
850;infinitive_verbs;snow
851;infinitive_verbs;soak
852;infinitive_verbs;soothe
853;infinitive_verbs;sound
854;infinitive_verbs;spare
855;infinitive_verbs;spark
856;infinitive_verbs;sparkle
857;infinitive_verbs;spell
858;infinitive_verbs;spill
859;infinitive_verbs;spoil
860;infinitive_verbs;spot
861;infinitive_verbs;spray
862;infinitive_verbs;sprout
863;infinitive_verbs;squash
864;infinitive_verbs;squeak
865;infinitive_verbs;squeal
866;infinitive_verbs;squeeze
867;infinitive_verbs;stain
868;infinitive_verbs;stamp
869;infinitive_verbs;stare
870;infinitive_verbs;start
871;infinitive_verbs;stay
872;infinitive_verbs;steer
873;infinitive_verbs;step
874;infinitive_verbs;stir
875;infinitive_verbs;stitch
876;infinitive_verbs;stop
877;infinitive_verbs;store
878;infinitive_verbs;strap
879;infinitive_verbs;strengthen
880;infinitive_verbs;stretch
881;infinitive_verbs;strip
882;infinitive_verbs;stroke
883;infinitive_verbs;stuff
884;infinitive_verbs;subtract
885;infinitive_verbs;succeed
886;infinitive_verbs;suck
887;infinitive_verbs;suffer
888;infinitive_verbs;suggest
889;infinitive_verbs;suit
890;infinitive_verbs;supply
891;infinitive_verbs;support
892;infinitive_verbs;suppose
893;infinitive_verbs;surprise
894;infinitive_verbs;surround
895;infinitive_verbs;suspect
896;infinitive_verbs;suspend
897;infinitive_verbs;switch
898;infinitive_verbs;talk
899;infinitive_verbs;tame
900;infinitive_verbs;tap
901;infinitive_verbs;taste
902;infinitive_verbs;tease
903;infinitive_verbs;telephone
904;infinitive_verbs;tempt
905;infinitive_verbs;terrify
906;infinitive_verbs;test
907;infinitive_verbs;thank
908;infinitive_verbs;thaw
909;infinitive_verbs;tick
910;infinitive_verbs;tickle
911;infinitive_verbs;tie
912;infinitive_verbs;time
913;infinitive_verbs;tip
914;infinitive_verbs;tire
915;infinitive_verbs;touch
916;infinitive_verbs;tour
917;infinitive_verbs;tow
918;infinitive_verbs;trace
919;infinitive_verbs;trade
920;infinitive_verbs;train
921;infinitive_verbs;transport
922;infinitive_verbs;trap
923;infinitive_verbs;travel
924;infinitive_verbs;treat
925;infinitive_verbs;tremble
926;infinitive_verbs;trick
927;infinitive_verbs;trip
928;infinitive_verbs;trot
929;infinitive_verbs;trouble
930;infinitive_verbs;trust
931;infinitive_verbs;try
932;infinitive_verbs;tug
933;infinitive_verbs;tumble
934;infinitive_verbs;turn
935;infinitive_verbs;twist
936;infinitive_verbs;type
937;infinitive_verbs;undress
938;infinitive_verbs;unfasten
939;infinitive_verbs;unite
940;infinitive_verbs;unlock
941;infinitive_verbs;unpack
942;infinitive_verbs;untidy
943;infinitive_verbs;use
944;infinitive_verbs;vanish
945;infinitive_verbs;visit
946;infinitive_verbs;wail
947;infinitive_verbs;wait
948;infinitive_verbs;walk
949;infinitive_verbs;wander
950;infinitive_verbs;want
951;infinitive_verbs;warm
952;infinitive_verbs;warn
953;infinitive_verbs;wash
954;infinitive_verbs;waste
955;infinitive_verbs;watch
956;infinitive_verbs;water
957;infinitive_verbs;wave
958;infinitive_verbs;weigh
959;infinitive_verbs;welcome
960;infinitive_verbs;whine
961;infinitive_verbs;whip
962;infinitive_verbs;whirl
963;infinitive_verbs;whisper
964;infinitive_verbs;whistle
965;infinitive_verbs;wink
966;infinitive_verbs;wipe
967;infinitive_verbs;wish
968;infinitive_verbs;wobble
969;infinitive_verbs;wonder
970;infinitive_verbs;work
971;infinitive_verbs;worry
972;infinitive_verbs;wrap
973;infinitive_verbs;wreck
974;infinitive_verbs;wrestle
975;infinitive_verbs;wriggle
976;infinitive_verbs;x-ray
977;infinitive_verbs;yawn
978;infinitive_verbs;yell
979;infinitive_verbs;zip
980;infinitive_verbs;zoom
981;nouns;Armour
982;nouns;Barrymore
983;nouns;Cabot
984;nouns;Catholicism
985;nouns;Chihuahua
986;nouns;Christianity
987;nouns;Easter
988;nouns;Frenchman
989;nouns;Lowry
990;nouns;Mayer
991;nouns;Orientalism
992;nouns;Pharaoh
993;nouns;Pueblo
994;nouns;Pullman
995;nouns;Rodeo
996;nouns;Saturday
997;nouns;Sister
998;nouns;Snead
999;nouns;Syrah
1000;nouns;Tuesday
1001;nouns;Woodward
1002;nouns;abbey
1003;nouns;absence
1004;nouns;absorption
1005;nouns;abstinence
1006;nouns;absurdity
1007;nouns;abundance
1008;nouns;acceptance
1009;nouns;accessibility
1010;nouns;accommodation
1011;nouns;accomplice
1012;nouns;accountability
1013;nouns;accounting
1014;nouns;accreditation
1015;nouns;accuracy
1016;nouns;acquiescence
1017;nouns;acreage
1018;nouns;actress
1019;nouns;actuality
1020;nouns;adage
1021;nouns;adaptation
1022;nouns;adherence
1023;nouns;adjustment
1024;nouns;adoption
1025;nouns;adultery
1026;nouns;advancement
1027;nouns;advert
1028;nouns;advertisement
1029;nouns;advertising
1030;nouns;advice
1031;nouns;aesthetics
1032;nouns;affinity
1033;nouns;aggression
1034;nouns;agriculture
1035;nouns;aircraft
1036;nouns;airtime
1037;nouns;allegation
1038;nouns;allegiance
1039;nouns;allegory
1040;nouns;allergy
1041;nouns;allies
1042;nouns;alligator
1043;nouns;allocation
1044;nouns;allotment
1045;nouns;altercation
1046;nouns;ambulance
1047;nouns;ammonia
1048;nouns;anatomy
1049;nouns;anemia
1050;nouns;ankle
1051;nouns;announcement
1052;nouns;annoyance
1053;nouns;annuity
1054;nouns;anomaly
1055;nouns;anthropology
1056;nouns;anxiety
1057;nouns;apartheid
1058;nouns;apologise
1059;nouns;apostle
1060;nouns;apparatus
1061;nouns;appeasement
1062;nouns;appellation
1063;nouns;appendix
1064;nouns;applause
1065;nouns;appointment
1066;nouns;appraisal
1067;nouns;archery
1068;nouns;archipelago
1069;nouns;architecture
1070;nouns;ardor
1071;nouns;arrears
1072;nouns;arrow
1073;nouns;artisan
1074;nouns;artistry
1075;nouns;ascent
1076;nouns;assembly
1077;nouns;assignment
1078;nouns;association
1079;nouns;asthma
1080;nouns;atheism
1081;nouns;attacker
1082;nouns;attraction
1083;nouns;attractiveness
1084;nouns;auspices
1085;nouns;authority
1086;nouns;avarice
1087;nouns;aversion
1088;nouns;aviation
1089;nouns;babbling
1090;nouns;backlash
1091;nouns;baker
1092;nouns;ballet
1093;nouns;balls
1094;nouns;banjo
1095;nouns;baron
1096;nouns;barrier
1097;nouns;barrister
1098;nouns;bases
1099;nouns;basin
1100;nouns;basis
1101;nouns;battery
1102;nouns;battling
1103;nouns;bedtime
1104;nouns;beginner
1105;nouns;begun
1106;nouns;bending
1107;nouns;bicycle
1108;nouns;billing
1109;nouns;bingo
1110;nouns;biography
1111;nouns;biology
1112;nouns;birthplace
1113;nouns;blackberry
1114;nouns;blather
1115;nouns;blossom
1116;nouns;boardroom
1117;nouns;boasting
1118;nouns;bodyguard
1119;nouns;boldness
1120;nouns;bomber
1121;nouns;bondage
1122;nouns;bonding
1123;nouns;bones
1124;nouns;bonus
1125;nouns;bookmark
1126;nouns;boomer
1127;nouns;booty
1128;nouns;bounds
1129;nouns;bowling
1130;nouns;brainstorming
1131;nouns;breadth
1132;nouns;breaker
1133;nouns;brewer
1134;nouns;brightness
1135;nouns;broccoli
1136;nouns;broth
1137;nouns;brotherhood
1138;nouns;browsing
1139;nouns;brunch
1140;nouns;brunt
1141;nouns;building
1142;nouns;bullion
1143;nouns;bureaucracy
1144;nouns;burglary
1145;nouns;buyout
1146;nouns;by-election
1147;nouns;cabal
1148;nouns;cabbage
1149;nouns;calamity
1150;nouns;campaign
1151;nouns;canonization
1152;nouns;captaincy
1153;nouns;carcass
1154;nouns;carrier
1155;nouns;cartridge
1156;nouns;cassette
1157;nouns;catfish
1158;nouns;caught
1159;nouns;celebrity
1160;nouns;cemetery
1161;nouns;certainty
1162;nouns;certification
1163;nouns;charade
1164;nouns;chasm
1165;nouns;check-in
1166;nouns;cheerleader
1167;nouns;cheesecake
1168;nouns;chemotherapy
1169;nouns;chili
1170;nouns;china
1171;nouns;chivalry
1172;nouns;cholera
1173;nouns;cilantro
1174;nouns;circus
1175;nouns;civilisation
1176;nouns;civility
1177;nouns;clearance
1178;nouns;clearing
1179;nouns;clerk
1180;nouns;climber
1181;nouns;closeness
1182;nouns;clothing
1183;nouns;clutches
1184;nouns;coaster
1185;nouns;coconut
1186;nouns;coding
1187;nouns;collaborator
1188;nouns;colleague
1189;nouns;college
1190;nouns;collision
1191;nouns;colors
1192;nouns;combustion
1193;nouns;comedian
1194;nouns;comer
1195;nouns;commander
1196;nouns;commemoration
1197;nouns;commenter
1198;nouns;commissioner
1199;nouns;commune
1200;nouns;competition
1201;nouns;completeness
1202;nouns;complexity
1203;nouns;computing
1204;nouns;comrade
1205;nouns;concur
1206;nouns;condominium
1207;nouns;conduit
1208;nouns;confidant
1209;nouns;configuration
1210;nouns;confiscation
1211;nouns;conflagration
1212;nouns;conflict
1213;nouns;consist
1214;nouns;consistency
1215;nouns;consolidation
1216;nouns;conspiracy
1217;nouns;constable
1218;nouns;consul
1219;nouns;consultancy
1220;nouns;contentment
1221;nouns;contents
1222;nouns;contractor
1223;nouns;conversation
1224;nouns;cornerstone
1225;nouns;corpus
1226;nouns;correlation
1227;nouns;councilman
1228;nouns;counselor
1229;nouns;countdown
1230;nouns;countryman
1231;nouns;coverage
1232;nouns;covering
1233;nouns;coyote
1234;nouns;cracker
1235;nouns;creator
1236;nouns;criminality
1237;nouns;crocodile
1238;nouns;cropping
1239;nouns;cross-examination
1240;nouns;crossover
1241;nouns;crossroads
1242;nouns;culprit
1243;nouns;cumin
1244;nouns;curator
1245;nouns;curfew
1246;nouns;cursor
1247;nouns;custard
1248;nouns;cutter
1249;nouns;cyclist
1250;nouns;cyclone
1251;nouns;cylinder
1252;nouns;cynicism
1253;nouns;daddy
1254;nouns;damsel
1255;nouns;darkness
1256;nouns;dawning
1257;nouns;daybreak
1258;nouns;dealing
1259;nouns;dedication
1260;nouns;deduction
1261;nouns;defection
1262;nouns;deference
1263;nouns;deficiency
1264;nouns;definition
1265;nouns;deflation
1266;nouns;degeneration
1267;nouns;delegation
1268;nouns;delicacy
1269;nouns;delirium
1270;nouns;deliverance
1271;nouns;demeanor
1272;nouns;demon
1273;nouns;demonstration
1274;nouns;denomination
1275;nouns;dentist
1276;nouns;departure
1277;nouns;depletion
1278;nouns;depression
1279;nouns;designation
1280;nouns;despotism
1281;nouns;detention
1282;nouns;developer
1283;nouns;devolution
1284;nouns;dexterity
1285;nouns;diagnosis
1286;nouns;dialect
1287;nouns;differentiation
1288;nouns;digger
1289;nouns;digress
1290;nouns;dioxide
1291;nouns;diploma
1292;nouns;disability
1293;nouns;disarmament
1294;nouns;discord
1295;nouns;discovery
1296;nouns;dishonesty
1297;nouns;dismissal
1298;nouns;disobedience
1299;nouns;dispatcher
1300;nouns;disservice
1301;nouns;distribution
1302;nouns;distributor
1303;nouns;diver
1304;nouns;diversity
1305;nouns;docking
1306;nouns;dollar
1307;nouns;dominance
1308;nouns;domination
1309;nouns;dominion
1310;nouns;donkey
1311;nouns;doorstep
1312;nouns;doorway
1313;nouns;dossier
1314;nouns;downside
1315;nouns;drafting
1316;nouns;drank
1317;nouns;drilling
1318;nouns;driver
1319;nouns;drumming
1320;nouns;drunkenness
1321;nouns;duchess
1322;nouns;ducking
1323;nouns;dugout
1324;nouns;dumps
1325;nouns;dwelling
1326;nouns;dynamics
1327;nouns;eagerness
1328;nouns;earnestness
1329;nouns;earnings
1330;nouns;eater
1331;nouns;editor
1332;nouns;effectiveness
1333;nouns;electricity
1334;nouns;elements
1335;nouns;eloquence
1336;nouns;emancipation
1337;nouns;embodiment
1338;nouns;embroidery
1339;nouns;emperor
1340;nouns;employment
1341;nouns;encampment
1342;nouns;enclosure
1343;nouns;encouragement
1344;nouns;endangerment
1345;nouns;enlightenment
1346;nouns;enthusiasm
1347;nouns;environment
1348;nouns;environs
